holder,points,lastBalance,avgBalance,allDuration
0x689cfb3d7b700ad2179a09ec3914d4721d039853,13990925958268573938633,4279843093832422668913,4279843093832422668913,282444
0xde9cec67ce511d51c4632e24927e2a4d8b6dddd0,0,0,0,0
0x799839af7e51bfb88c1b1541a7c595441f0d16d2,4914122850100749617641,491412285010074961766,491412285010074961766,864000
0x8e2d5b63493166cfe8a0f4cabf141537c1c0ae68,16216605405332473738262,1621660540533247373828,1621660540533247373828,864000
0x8a5d5dde858191f83f65e1df4ecce3f4706b9d06,623046176349468960133,480498336516299969256,480498336516299969256,112032
0x70fbb16991c7bc57dc02dd4c1b00b51336da2621,0,0,0,0
0x11754d905ffca6b92e453272356b96d09b41871c,5035791744489724030369,503579174448972403039,503579174448972403039,864000
0x620597b2f681d5fe82e6e16baba6fdbb6beaee07,294363206917795334718418,29436320691779533471844,29436320691779533471844,864000
0x8b9811cd1a738b3aa64b590e750ef23be3cc2c1f,0,0,0,0
0x7cb834cc932494613606eb5b50fbe69ab306c64e,21337577878346849389679,2133757787834684938970,2133757787834684938970,864000
0x40af8a35225e59236e207557f5bda3c176f73ffe,2027421699872846072922,1375732241683006885372,1375732241683006885372,127328
0x5d136f7d3c61c6ea22f34006908fe12d392b0b06,39055462346795994175811,4908858693255058694244,4761819479369737448463,708635
0xc590175e458b83680867afd273527ff58f74c02b,0,0,0,0
0x55877bd7f2ee37bde55ca4b271a3631f3a7ef121,0,0,0,0
0x89bcaaf6eb3bb4c0db2739432dfc7025ae8aca3e,0,0,0,0
0x0c92c9aa193850352ae305bdceb5b3e711f5adb9,0,0,0,0
0xb30d1f7fbbfc689d8b1ad61b108665af12ec18d7,68827195400048110776300,6882719540004811077632,6882719540004811077632,864000
0x7c99794f7e145e006be694ede8f3c8c64e87f820,86917962588551906826545,11686739737763288145697,11686739737763288145697,642584
0xed36f31b121c854f73ad2e21e9dfd03bdd63aac8,0,0,0,0
0xc91ae4bf12e06f4775eb09cfad068b37c78aedbb,0,0,0,0
0xfc8ee8823400e50017f91b0922c7b5bc789f9296,134026798443710068927,103924715825180388380,103924715825180388380,111426
0x8a166bf461fd6d42edf1d57630e9c1bebcf15aca,0,0,0,0
0x2e3026c06dbf0777506d2ea9541e54f511693884,978700035408094302681,97870003540809430270,97870003540809430270,864000
0xf688a9989f8ea3c8f51c8bf26a545afaf1b17829,0,0,0,0
0xf5042e6ffac5a625d4e7848e0b01373d8eb9e222,0,0,0,0
0x019464b344703efdc94dbbf4b9d66ff335ab3125,167384577114835153177,16661145683072764845,16738457711483515319,864000
0x601120fbf3b8cf349485386cb698db87da810f66,9165579741054227994364,1239111254134123567052,1239111254134123567052,639092
0x3f8448414951a21cbf7b969f317c24cd28a79f71,50626504987141508476215,5993574688305650655176,5062650498714150847623,864000
0x71b5517df96361679884734b768ae44d75f2d064,0,0,0,0
0x2584d326d3a0d3d47565af66b799cf8d71d17daf,86184443967825475248,8618444396782547527,8618444396782547527,864000
0x2ea94a042461940fb59cc7260bb85342891fb5eb,0,1,1,864000
0xea305f9cfbfec9be5a4de0300273466840a76e23,0,0,0,0
0xa3c9e754032a4a2c315538cf13029e6f99ac5aba,49034816506623966759282,4903481650662396675930,4903481650662396675930,864000
0x69729454c74269ec6476bc4533a3fb5e7d5c2c4a,0,0,0,0
0x99d853a3eb78428d46b48ff9f75b9fb141eb1f78,50034211889895597198641,5003421188989559719866,5003421188989559719866,864000
0x58b97d74c87aa02862d1875413a50b6904de6462,9385273784400761575750,938527378440076157577,938527378440076157577,864000
0xee5245eb1ca0518e1b730e516f301a91eb9c3416,98008467744109568268,9800846774410956829,9800846774410956829,864000
0xc70a8cd6686bed6b986fa04cb6a64736e28b9658,9795492720790967094465,979549272079096709448,979549272079096709448,864000
0x111111125421ca6dc452d289314280a0f8842a65,0,0,0,0
0x31d55c6ebc1b2b4fcf5b9c33362bbe39f8f4067f,242952978137420671417891,24295297813742067141791,24295297813742067141791,864000
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,0,0,0,0
0x6a395a420ec9e0f3a6789d8cad1013d385287319,7445574527844206028,1255299144173966841586,983056823132772606,654385
0x6e4141d33021b52c91c28608403db4a0ffb50ec6,0,1,1,864000
0x6b3affc894b0d2d566e5ff03ad79188f1b65bfff,0,0,0,0
0x064727a0d5a99be07b8eb3112c6f792798921bed,339085699779329930623712,42766911385225426266056,33908569977932993062373,864000
0x0f8edb731ffebe57650e34b8331fe8f3784cb1bd,8851369095947761273057,1056462772256340883202,885136909594776127307,864000
0x7d5bb80ee053d94293437e700599f680e784c5c5,22716410657101541960020,5006013958735661225467,5006013958735661225467,392068
0xc3c769395eb95f49e98784e30823cd659f24d6e7,398604332523672066158,97917969077540370573,97917969077540370573,351717
0xecb14c0d0fc162b72c247488e4492a49c78cc751,1017655696781410220171,101765569678141022019,101765569678141022019,864000
0xe39b116033a0a3578d5d1ca8912aaa7d70c4c8ed,57529705355985606105709,9751065320291196728438,9751065320291196728438,509746
0xcec5ff7e2e4e5441d02884523683946f0bb82815,15237182107199965770559,1955214033752067418624,1955214033752067418624,673324
0x9f21ec6d39a7d142610dfac10338a32e65909cb7,35521651142382325119227,4800050452861325512724,4800050452861325512724,639383
0xa7aa2781cbc3c4d668cfbdd87bdd142728a8666b,131200745410698625840,97760701687603370931,97760701687603370931,115954
0x8e1108708d54177e2dd1c270fec0fe4bbd492a82,16347116666462917674146,4280841504130826825589,4280841504130826825589,329933
0x6c60f7302fa49fb15beebfb76a4c937e61471766,29396125014390851,9768558466320652045,9768558466320652045,260
0x9bda90dc2af3c492b7a7e70909494ebc9714b2ec,42550668837878105560306,21907454125357051976658,21870833680910606028798,168095
0x40db81cd619537ac167bc6c3fcff7c088798e9bc,32205172969811491449229,28398348110792929938291,28398348110792929938291,97982
